[2025-08-26T02:57:04.530Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:35.153Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:35.153Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:35.154Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:35.154Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.155Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.155Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.156Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.156Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.156Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:35.156Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:35.158Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.158Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:35.159Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
